Building,Address,City,State,Units,Stage,Opens,Sold,Buyer,Developer,Office phone,Management company,Contact source,Source,Source URL
8719 FM 1960 Rd W,8719 FM 1960 Rd W,Houston,Texas,83,sold,,2025-07-10,8719 FM 1960 Road West Reo LLC,,,,,Harris County records (search by address),https://public.hcad.org/
810 Peakwood Dr,810 Peakwood Dr,Houston,Texas,82,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
401 N Allen-Genoa Rd,401 N Allen-Genoa Rd,South Houston,Texas,81,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
11402 Beechnut St,11402 Beechnut St,Houston,Texas,80,sold,,2025-08-01,Apt Leawood Plaza LLC,,,,,Harris County records (search by address),https://public.hcad.org/
911 Sun Prairie Dr,911 Sun Prairie Dr,Houston,Texas,80,sold,,2025-12-30,Tda TX Reserve LLC,,,,,Harris County records (search by address),https://public.hcad.org/
Emancipation West,2718 Emancipation Ave.,Houston,Texas,80,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
NHH Little York,5716 Little York Road,Houston,Texas,80,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
West Fork Place,"West side of Kingwood Place, Dr., south of Kingwood Medical Drive",Houston,Texas,79,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
1000 S Allen Genoa Rd,1000 S Allen Genoa Rd,South Houston,Texas,78,sold,,2025-11-28,Bellatx2023 LLC,,,,,Harris County records (search by address),https://public.hcad.org/
601 W Donovan St,601 W Donovan St,Houston,Texas,78,sold,,2025-05-20,Pecos Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
Aldine Station,SEC of Aldine Mail Rte Rd and Fall Meadow Ln,Houston,Texas,78,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
18828 SH 249,18828 SH 249,Houston,Texas,77,sold,,2025-07-14,18828 State Highway 249 Reo LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1919 W Main,1919 W Main,Houston,Texas,77,sold,,2025-09-29,A New Hope Prope LLC,,,,,Harris County records (search by address),https://public.hcad.org/
9301 Clay Rd,9301 Clay Rd,Houston,Texas,76,sold,,2025-03-24,Circulo Jade Forest LLC,,,,,Harris County records (search by address),https://public.hcad.org/
Victory Lofts,SWQ of S Victory St and Bradmar St,Houston,Texas,76,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
1720 Crestdale Dr,1720 Crestdale Dr,Houston,Texas,75,sold,,2025-04-03,Pecos Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
3600 S Shaver St,3600 S Shaver St,South Houston,Texas,75,sold,,2025-11-28,Bellatx2023 LLC,,,,,Harris County records (search by address),https://public.hcad.org/
5000 Pease St,5000 Pease St,Houston,Texas,74,sold,,2025-07-28,Jefferson Square LLC,,,,,Harris County records (search by address),https://public.hcad.org/
8030 W Airport Blvd,8030 W Airport Blvd,Houston,Texas,73,sold,,2025-11-04,Oconee Real Estate Holdings,,,,,Harris County records (search by address),https://public.hcad.org/
Residences at Sakowitz,1702 Sakowitz Street,Houston,Texas,73,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
12425 John F Kennedy Blvd,12425 John F Kennedy Blvd,Houston,Texas,72,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
15960 Kuykendahl Rd,15960 Kuykendahl Rd,Houston,Texas,72,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
The Ashbourne,9677 S Kirkwood Rd,Houston,Texas,72,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
6011 Dashwood Dr,6011 Dashwood Dr,Houston,Texas,71,sold,,2024-11-25,Frida Garden House LLC,,,,,Harris County records (search by address),https://public.hcad.org/
"69,056Sf New Apt Bld(70Units)(8/8)1-5-3-R2-A-Spk/Fa '21Ibc",3028 Washington Ave Bldg2B,Houston,Texas,70,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
2826 Shaver St,2826 Shaver St,Pasadena,Texas,68,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
4500 N Main St,4500 N Main St,Houston,Texas,68,sold,,2024-12-16,4500 N Main LLC,,,,,Harris County records (search by address),https://public.hcad.org/
818 Pinemont Dr,818 Pinemont Dr,Houston,Texas,68,sold,,2025-03-12,Pecos Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
"78,855 Sf New Apt Bld (65 Units) (M/8) 1-5-3-R2-A-Spk/Fa '21 Ibc",3028 Center St Bldg1B,Houston,Texas,65,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
Lofts at Wayfarer,SWC of Blackhawk Blvd and Texas Sage Dr,Houston,Texas,65,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
3811 Link Valley Dr,3811 Link Valley Dr,Houston,Texas,61,sold,,2025-06-30,Houston Spyglass LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1920 Hollister St,1920 Hollister St,Houston,Texas,60,sold,,2025-12-18,Hollister Luxury Apartments TX LLC,,,,,Harris County records (search by address),https://public.hcad.org/
2028 Laverne St,2028 Laverne St,Houston,Texas,58,sold,,2025-07-31,Laverne Sunshine Property LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1541 Moritz Dr,1541 Moritz Dr,Houston,Texas,56,sold,,2025-12-09,1541 Moritz LP % Rc Investment Properties LLC,,,,,Harris County records (search by address),https://public.hcad.org/
3201 Garth Rd,3201 Garth Rd,Baytown,Texas,56,sold,,2025-05-30,Verve Apartments LLC,,,,,Harris County records (search by address),https://public.hcad.org/
4812 Sycamore Ave,4812 Sycamore Ave,Pasadena,Texas,56,sold,,2025-06-02,Stormfield Capital Funding I LLC,,,,,Harris County records (search by address),https://public.hcad.org/
Heritage Park,581 Acres Lane,Sealy,Texas,56,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
403 Garner Rd,403 Garner Rd,Pasadena,Texas,52,sold,,2025-11-12,403 Garner Rd Spe LLC,,,,,Harris County records (search by address),https://public.hcad.org/
8345 Park Place Blvd,8345 Park Place Blvd,Houston,Texas,50,sold,,2025-12-04,Fat Property LLC,,,,,Harris County records (search by address),https://public.hcad.org/
Easy Street Lofts,600 Easy St.,Cleveland,Texas,49,planned,,,,,,,,Texas housing tax-credit inventory (XLSX),https://www.tdhca.texas.gov/sites/default/files/multifamily/docs/HTCPropertyInventory_2.xlsx
1710 W T C Jester Blvd,1710 W T C Jester Blvd,Houston,Texas,48,sold,,2025-04-02,Gwo LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1907 Dismuke St,1907 Dismuke St,Houston,Texas,48,sold,,2024-11-25,Team Chudecke Longhorn LLC,,,,,Harris County records (search by address),https://public.hcad.org/
327 Hufsmith,327 Hufsmith,Tomball,Texas,48,sold,,2025-07-15,Tomball Tora Borrower LLC,,,,,Harris County records (search by address),https://public.hcad.org/
5505 Pine St,5505 Pine St,Houston,Texas,48,sold,,2025-05-08,Cameron County Housing Finance Corp,,,,,Harris County records (search by address),https://public.hcad.org/
1819 Briarcreek Blvd,1819 Briarcreek Blvd,Houston,Texas,44,sold,,2025-04-11,Team Chudecke Mustang LLC,,,,,Harris County records (search by address),https://public.hcad.org/
301 Tri City Beach Rd,301 Tri City Beach Rd,Baytown,Texas,44,sold,,2025-09-19,Baytown Collective LLC,,,,,Harris County records (search by address),https://public.hcad.org/
902 Oak St,902 Oak St,Houston,Texas,44,sold,,2025-02-28,902 Oak LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1010 Jackson Ave,1010 Jackson Ave,Pasadena,Texas,42,sold,,2025-06-03,Stormfield Capital Funding LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1901 Richmond Ave,1901 Richmond Ave,Houston,Texas,42,sold,,2025-06-16,1901 Richmond Investors LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1938 Knoll St,1938 Knoll St,Houston,Texas,40,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
2211 W Alabama Dr,2211 W Alabama Dr,Houston,Texas,40,sold,,2025-09-29,2211 W Alabama LLC C/O Cwcapital Asset Management,,,,,Harris County records (search by address),https://public.hcad.org/
2802 Westside Dr,2802 Westside Dr,Pasadena,Texas,40,sold,,2024-09-27,Sdk Westside LLC,,,,,Harris County records (search by address),https://public.hcad.org/
3643 N Macgregor Way,3643 N Macgregor Way,Houston,Texas,40,sold,,2025-09-19,Pank Holdings LLC,,,,,Harris County records (search by address),https://public.hcad.org/
6301 Alfano St,6301 Alfano St,Houston,Texas,40,sold,,2025-03-05,R Garden LLC,,,,,Harris County records (search by address),https://public.hcad.org/
8351 Park Place Blvd,8351 Park Place Blvd,Houston,Texas,40,sold,,2025-12-04,Untitled Prop LLC,,,,,Harris County records (search by address),https://public.hcad.org/
8923 Antoine Dr,8923 Antoine Dr,Houston,Texas,40,sold,,2025-08-28,8923-9021 Antoine Drive Holdings LP,,,,,Harris County records (search by address),https://public.hcad.org/
Avalon Gardens Apartments,21801 Blassingame Road,Hempstead,Texas,40,under construction,2026-05-01,,,Enclave Property,(832) 715-2321,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011461
4702 Mangum Rd,4702 Mangum Rd,Houston,Texas,38,sold,,2024-11-19,Mangum Partners LLC,,,,,Harris County records (search by address),https://public.hcad.org/
803 Dunson Glen Dr,803 Dunson Glen Dr,Houston,Texas,36,sold,,2025-12-30,Tda TX Reserve LLC,,,,,Harris County records (search by address),https://public.hcad.org/
424 Thornton Rd,424 Thornton Rd,Houston,Texas,34,sold,,2025-11-26,Thornton 414 LLC,,,,,Harris County records (search by address),https://public.hcad.org/
9135 Airline Dr,9135 Airline Dr,Houston,Texas,33,sold,,2025-11-07,Sulyukmanov Albert,,,,,Harris County records (search by address),https://public.hcad.org/
13718 Force St,13718 Force St,Houston,Texas,32,sold,,2024-09-27,Sdk Force LLC,,,,,Harris County records (search by address),https://public.hcad.org/
2434 Lidstone St,2434 Lidstone St,Houston,Texas,32,under construction,,,,,,,,Harris County records (search by address),https://public.hcad.org/
3838 Glen Arbor Dr,3838 Glen Arbor Dr,Houston,Texas,32,sold,,2025-03-03,Sayeg Living Trust,,,,,Harris County records (search by address),https://public.hcad.org/
4137 Dover St,4137 Dover St,Houston,Texas,32,sold,,2025-10-30,Dalpha Group LLC,,,,,Harris County records (search by address),https://public.hcad.org/
8137 Rankin Rd,8137 Rankin Rd,Humble,Texas,32,sold,,2025-08-22,Bryson Rankin LLC,,,,,Harris County records (search by address),https://public.hcad.org/
903 Dunson Glen Dr,903 Dunson Glen Dr,Houston,Texas,32,sold,,2025-12-30,Tda TX Reserve LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1919 Portsmouth St,1919 Portsmouth St,Houston,Texas,30,sold,,2025-03-06,Csc 1919 Portsmouth Realty LLC,,,,,Harris County records (search by address),https://public.hcad.org/
2010 Johanna Dr,2010 Johanna Dr,Houston,Texas,30,sold,,2025-06-23,Johanna Ventures LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1903 Portsmouth St,1903 Portsmouth St,Houston,Texas,29,sold,,2025-02-03,Csc 1919 Portsmouth Realty LLC,,,,,Harris County records (search by address),https://public.hcad.org/
3045 Golfcrest Blvd,3045 Golfcrest Blvd,Houston,Texas,29,sold,,2025-04-04,Team Chudecke Armadillo LLC,,,,,Harris County records (search by address),https://public.hcad.org/
12835 Jones Rd,12835 Jones Rd,Houston,Texas,28,sold,,2025-07-17,12835 Jones Road LLC,,,,,Harris County records (search by address),https://public.hcad.org/
7330 Silent Wood Ln,7330 Silent Wood Ln,Houston,Texas,28,sold,,2025-10-29,Ei1 LLC,,,,,Harris County records (search by address),https://public.hcad.org/
7900 South Loop E,7900 South Loop E,Houston,Texas,28,sold,,2024-12-26,Gulfgate Oaks Apartments LLC,,,,,Harris County records (search by address),https://public.hcad.org/
414 Marshall St,414 Marshall St,Houston,Texas,27,sold,,2024-10-31,414 Marshall Street LP,,,,,Harris County records (search by address),https://public.hcad.org/
1716 Crownover Rd,1716 Crownover Rd,Houston,Texas,26,sold,,2025-11-14,1716 Crownover LLC,,,,,Harris County records (search by address),https://public.hcad.org/
4320 Leeland St,4320 Leeland St,Houston,Texas,26,sold,,2024-10-30,Dj Property Investments LLC,,,,,Harris County records (search by address),https://public.hcad.org/
6636 Bellfort St,6636 Bellfort St,Houston,Texas,26,sold,,2025-05-15,Community Loan Servicihg LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1200 Carolyn Ct,1200 Carolyn Ct,Humble,Texas,24,sold,,2025-07-31,Aeh Carolyn Court LLC,,,,,Harris County records (search by address),https://public.hcad.org/
7830 Bayou Forest Dr,7830 Bayou Forest Dr,Houston,Texas,24,sold,,2025-09-05,Saks Invwood Investments LLC,,,,,Harris County records (search by address),https://public.hcad.org/
Patricia On Arbor Apartments,2008 & 2014 Arbor Street,Houston,Texas,24,permitted,2028-10-01,,,Arbor Development Company LLC,(713) 302-4438,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017265
5714 Jessamine St,5714 Jessamine St,Houston,Texas,22,sold,,2025-06-12,5714 Jessamine LLC,,,,,Harris County records (search by address),https://public.hcad.org/
6821 Fairway Dr,6821 Fairway Dr,Houston,Texas,22,sold,,2025-02-11,Amblegrove LLC,,,,,Harris County records (search by address),https://public.hcad.org/
201 Emerson St,201 Emerson St,Houston,Texas,20,sold,,2025-01-28,201 Emerson LLC,,,,,Harris County records (search by address),https://public.hcad.org/
The Oaks At Carrell Street Apartments,722 Carrell St.,Tomball,Texas,20,under construction,2027-06-18,,,Oaks At Carrell Street LLC,(281) 394-1172,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024549
2015 Johanna Dr,2015 Johanna Dr,Houston,Texas,18,sold,,2025-06-23,Johanna Ventures LLC,,,,,Harris County records (search by address),https://public.hcad.org/
2104 James Bowie Dr,2104 James Bowie Dr,Baytown,Texas,18,sold,,2025-07-18,Luna Bay Townhomes LLC,,,,,Harris County records (search by address),https://public.hcad.org/
8011 Bendell Dr,8011 Bendell Dr,Houston,Texas,18,sold,,2025-03-27,Robinson St LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1920 Richmond Ave,1920 Richmond Ave,Houston,Texas,17,sold,,2025-05-09,Celina Commons LLC,,,,,Harris County records (search by address),https://public.hcad.org/
6010 Dashwood Dr,6010 Dashwood Dr,Houston,Texas,14,sold,,2024-11-25,Frida Garden LLC,,,,,Harris County records (search by address),https://public.hcad.org/
1017 Skylark Rd,1017 Skylark Rd,Pasadena,Texas,13,sold,,2024-12-19,Palms Townhomes LLC,,,,,Harris County records (search by address),https://public.hcad.org/
N Main Apartments,2600 N Main St.,Houston,Texas,12,under construction,2026-11-15,,,2600 N. Main,(713) 906-5149,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023705
9607 Riddlewood Ln,9607 Riddlewood Ln,Houston,Texas,8,sold,,2025-05-07,Highlands Reidential Mortgage LTD,,,,,Harris County records (search by address),https://public.hcad.org/
RMSphere Asset Management Apartments,13303 Bammel North Houston Rd.,Houston,Texas,1,under construction,2026-08-28,,,RMSphere Asset Management Inc,(832) 491-4904,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007118
"(M/6) 28,296 Sf New Senior Living Apt Bld. 1-3-5-R2-A '21 Ibc Spk",9149 Blackhawk Blvd Bld1,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
1 N Atlantic St,1 N Atlantic St,Baytown,Texas,,sold,,2024-10-15,Smi Baytown I LLC,,,,,Harris County records (search by address),https://public.hcad.org/
10001 Mesa Dr,10001 Mesa Dr,Houston,Texas,,sold,,2024-10-03,Hchfc Mesa Gardens Landowner LLC,,,,,Harris County records (search by address),https://public.hcad.org/
10902 Pine Peak Way,10902 Pine Peak Way,Humble,Texas,,sold,,2025-10-24,Rk Glade Apartments LLC,,,,,Harris County records (search by address),https://public.hcad.org/
16200 Highway 3,16200 Highway 3,Webster,Texas,,sold,,2025-09-23,Ch Realty X-Oht Mf Houston,,,,,Harris County records (search by address),https://public.hcad.org/
20018 Sf New Condos 1-9-1-R2-B 21'Ibc Nfpa 13,2520 Houston Ave Fl 6,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
2121 Broadway Apartments,2121 Broadway St,Houston,Texas,,under construction,2026-08-28,,,"PMG Project Management Group, LLC",(713) 880-2626,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014674
2215 Spring Stuebner Rd,2215 Spring Stuebner Rd,Spring,Texas,,sold,,2025-07-07,Northwoods Apartments LP,,,,,Harris County records (search by address),https://public.hcad.org/
23615 Kingsland Blvd,23615 Kingsland Blvd,Katy,Texas,,sold,,2025-06-23,Oht Katy Gap LP,"OHT Partners, LLC",(512) 813-7103,,,Harris County records (search by address),https://public.hcad.org/
24002 Colonial Pky,24002 Colonial Pky,Katy,Texas,,sold,,2024-09-15,Bellrock Market Station Holdings LP,,,,,Harris County records (search by address),https://public.hcad.org/
33303 Sf New Apts Bldg#7 1-1-5-A2-B 21'Ibc (10/13),16200 Galveston Rd Bld 7,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
"39,164Sf New Apt Bld(3/22)1-4-5-R2-A '21 Ibc Sp/Fa",13704 Park Row Dr 1B,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
435 Janisch Rd,435 Janisch Rd,Houston,Texas,,sold,,2025-03-28,Janisch Road Apartments Ll,,,,,Harris County records (search by address),https://public.hcad.org/
4458 Nasa Road 1,4458 Nasa Road 1,Seabrook,Texas,,sold,,2025-09-26,Dpeg Management LLC,,,,,Harris County records (search by address),https://public.hcad.org/
5600 Dancy Rd,5600 Dancy Rd,Houston,Texas,,sold,,2024-09-19,Spr Sre Tanner Road II Owner LP C/O The Carlyle Group,,,,,Harris County records (search by address),https://public.hcad.org/
6401 Washington Ave,6401 Washington Ave,Houston,Texas,,sold,,2024-10-16,Lcp Mfiii Memorial LLC,,,,,Harris County records (search by address),https://public.hcad.org/
"77,578 Sf/ New Apartment W/Sitewrk (M/3)1-4-5-R2/A3-A/21 Ibc/Spk13",2611 Saint Charles St,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
807 Lehman St,807 Lehman St,Houston,Texas,,sold,,2024-11-22,Lehman Development Partners LLC,,,,,Harris County records (search by address),https://public.hcad.org/
810 Oak Ave,810 Oak Ave,Houston,Texas,,sold,,2024-11-11,Hchfc Lost Oaks Landowner LLC,,,,,Harris County records (search by address),https://public.hcad.org/
"Apartments At Mckaskle Road Building A, B, & C",15410 Mckaskle Road,Sugar Land,Texas,,under construction,2025-12-31,,,Partners Realty And Development LP,(281) 777-7944,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001215
Apartments at 13704 Park Row Dr,13704 Park Row Dr Bld 4,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
Apartments at 1415 Enclave Pky,1415 Enclave Pky Bld 3,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
Apartments at 3910 Old Spanish Trl,3910 Old Spanish Trl Bld A,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
Apartments at 7900 Easthaven Blvd,7900 Easthaven Blvd Bld A,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
Dosuns Apartments,14805 Lindita Drive,Houston,Texas,,under construction,2028-03-10,,,Dosuns Holding Corporation,(210) 287-9339,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010419
Foxlake II Apartments,19615 Park Row Blvd.,Houston,Texas,,under construction,2027-12-01,,,"OHT Foxlake II, LP",(512) 220-7816,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019864
Greenbriar Residences,5610 Greenbriar,Houston,Texas,,permitted,2029-09-15,,,Chaucer Eat LLC,(713) 348-6115,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2027000841
Highway 3 Apartments,16200 State Highway 3,Webster,Texas,,under construction,2027-08-13,,,"OHT Dev Holding, LLC",(512) 220-7816,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025017346
Montrose Multifamily Development Foundation Package,1005 Westheimer Rd,Houston,Texas,,under construction,2028-01-21,,,Scd Montrose Houston LLC,(917) 438-4500,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016217
"New 38,878Sf Apt Bld W/Amenity(2/19)1-4-5-R2/B/A3-A '21 Ibc Sp/Fa",13350 Park Row Dr Bld 1,Houston,Texas,,permitted,,,,,,,,Houston weekly permit list,https://www.houstontx.gov/planning/DevelopRegs/
Pelican Pearland Town Center Multifamily,3200 Business Center Dr,Pearland,Texas,,under construction,2027-01-15,,,"CRP / Pelican Pearland Venture, LLC",(713) 871-8170,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007480
Sam Houston Apartments,6125 South Sam Houston East Pky,Houston,Texas,,under construction,2026-05-01,,,8 Way Equity LLC,(713) 245-0779,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023290
Sterlingshire Apartments,9002 Sterlingshire St,Houston,Texas,,permitted,2027-10-01,,,Sterlingshire Preservation LLC,(212) 507-9325,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019665
St. Regis Residences,102 Asbury Street,Houston,Texas,,under construction,2028-06-02,,,"SR Luxury Condominium, LTD",(832) 795-7205,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007491
Trinity East Village Senior Apartments,2611 Saint Charles,Houston,Texas,,under construction,2027-10-31,,,Trinity East United Methodist Church,(832) 280-7554,,,State project record,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004985
